rang,repo,url,etoiles,forks,cree,pousse,langage,tier,score,axes,topics,description
1247,kactetus/x99-ad3-bios-mod,https://github.com/kactetus/x99-ad3-bios-mod,0,0,2024-06-14,2024-06-14,,B,7,MOD,,x99 ad3 bios mod timing unlock
1248,Ratatouilledummie/utilityblobs,https://github.com/Ratatouilledummie/utilityblobs,0,0,2022-03-04,2022-03-04,,B,7,MOD,,Mrc and others blobs needed's for coreboot or Bios mod
1249,Kharabet/IPIBL-LB-771,https://github.com/Kharabet/IPIBL-LB-771,0,0,2020-03-09,2020-03-09,,B,7,MOD,,IPIBL-LB BIOS mod for LGA 771 CPUs (folder 771) and 771 with E5450 (folder custom771) 
1250,Talha2237/Dell_precision_Bios_unlocker,https://github.com/Talha2237/Dell_precision_Bios_unlocker,0,0,2024-08-24,2024-08-24,,B,7,MOD,,dell precision m3800 bios unlock code
1251,Progi1984/dokuwiki-dwmenu,https://github.com/Progi1984/dokuwiki-dwmenu,0,5,2013-01-29,2020-06-11,PHP,B,7,MOD,dokuwiki dokuwiki-dwmenu plugin,Plugin for Dokuwiki for displaying some advanced menus
1252,BetaZay/fujitsu-6x4,https://github.com/BetaZay/fujitsu-6x4,0,0,2023-08-17,2023-08-17,Makefile,B,7,MOD,,A Modified Version of PolloLoco's 6x4 Fujitsu Bios un-locker (https://gitlab.com/polloloco/fujitsu-bios-unlocker)
1253,profixac/bios-unlock-password,https://github.com/profixac/bios-unlock-password,0,0,2022-01-13,2022-02-23,JavaScript,B,7,MOD,,
1254,Trump125532/Fujitsu-Bios-Unlocker-Python,https://github.com/Trump125532/Fujitsu-Bios-Unlocker-Python,0,0,2023-09-20,2023-09-20,Python,B,7,MOD,,
1255,Weble/AdvancedMenuManager,https://github.com/Weble/AdvancedMenuManager,0,0,2013-04-08,2013-04-10,PHP,B,7,MOD,,Advanced Menu Manager Component for Joomla
1256,HHiddenH/AdvancedMenuSystemWeb,https://github.com/HHiddenH/AdvancedMenuSystemWeb,0,0,2024-07-27,2024-07-27,HTML,B,7,MOD,,Advanced Menu System Plugin documentation. Unreal Engine 5.
1257,kirillartimenya/AM4,https://github.com/kirillartimenya/AM4,0,0,2020-08-29,2026-07-07,HTML,B,7,PLAT,,AM4
1258,knnv-ar/am4-lacabanne,https://github.com/knnv-ar/am4-lacabanne,0,0,2024-04-03,2026-09-10,MDX,B,7,PLAT,,am4-lacabanne
1259,Adi474-commits/Kaiburr_Task4_,https://github.com/Adi474-commits/Kaiburr_Task4_,0,0,2025-10-17,2025-10-18,,B,7,AN,,"A public repo showcasing a complete CI/CD pipeline for a task manager app using Jenkins, Docker, and Kubernetes. It implements pipeline-as-code with build, test, quality, security scans, Docker image build/scan/push, and"
1260,aaronkcarpenterlslog/3.-React-App-Template-With-Global-Variable-File-Setup,https://github.com/aaronkcarpenterlslog/3.-React-App-Template-With-Global-Variable-File-Setup,0,0,2022-09-15,2022-09-19,JavaScript,B,7,VBIOS,,"Includes: React Base App, Initial Directory Structuring, and Global Variable File Setup, And Test Request"
1261,merc1er/ETH-rig-GPU-vbios,https://github.com/merc1er/ETH-rig-GPU-vbios,0,0,2017-08-28,2017-08-28,,B,7,VBIOS,,Description to come
1262,Lucas-Qh-Lai/OpenCore-Config-For-Haswell,https://github.com/Lucas-Qh-Lai/OpenCore-Config-For-Haswell,0,0,2023-03-05,2026-09-05,,B,7,PLAT,efi h81 hackintosh haswell opencore,"Haswell desktop Hackintosh OpenCore config — tested on Gigabyte H81M-S1 + i3-4160 + GT 720 (SMBIOS iMac18,3). Bilingual docs, archived 2023 snapshot."
1263,LittleBigPluton/desi-msi-clustering,https://github.com/LittleBigPluton/desi-msi-clustering,0,0,2024-03-26,2026-09-11,Python,B,7,PLAT,bioinformatics data-analysis desi-msi kmeans-clustering machine-learning mass-sp,Unsupervised spatial segmentation of DESI-MSI data using PCA and K-means clustering
1264,TheAlexBig/doc-central-app,https://github.com/TheAlexBig/doc-central-app,0,0,2022-03-26,2026-09-09,Java,B,7,PLAT,el-salvador java legal-documents msi offline-first react spring-boot windows-des,"Offline-first Windows app for preparing legal documents in El Salvador, including vehicle sale agreements."
1265,rgl/hello-world-electron,https://github.com/rgl/hello-world-electron,0,0,2016-12-12,2026-09-13,JavaScript,B,7,PLAT,code-sign code-signing electron msi nsis,The classic Hello World. Electron flavoured.
1266,kevinmuoz/pybinwalk,https://github.com/kevinmuoz/pybinwalk,1,0,2026-02-10,2026-02-16,Rust,B,7,AN,binary-analysis binwalk cybersecurity firmware-analysis python reverse-engineeri,"Python bindings for Binwalk v3, built with PyO3 and maturin."
1267,cas1m1r/Certshaker,https://github.com/cas1m1r/Certshaker,1,0,2025-10-06,2025-10-06,Shell,B,7,AN,certificate-extract cve-research embedded-security firmware-analysis firmware-to,"shake out hardcoded keys, certificates and other artifacts from firmware"
1268,Drago1314/cryptofirmware-analyzer,https://github.com/Drago1314/cryptofirmware-analyzer,1,0,2026-04-17,2026-04-18,Python,B,7,AN,binary-analysis cryptography cybersecurity firmware-analysis machine-learning py,"🔐 AI/ML-powered tool for identifying cryptographic primitives in multi-architecture firmware binaries. Built with Streamlit, scikit-learn & Plotly."
1269,yash509/Security-Group-Variable-Setup-Using-Terraform,https://github.com/yash509/Security-Group-Variable-Setup-Using-Terraform,1,0,2026-05-31,2026-05-31,,B,7,AN,,KodeKloud Task - Security Group Variable Setup Using Terraform
1270,WesleyCh3n/vbios,https://github.com/WesleyCh3n/vbios,1,0,2022-12-28,2022-12-30,Rust,B,7,VBIOS,,wip
1271,sorenchiron/vbios-tools-rx580,https://github.com/sorenchiron/vbios-tools-rx580,1,1,2024-08-15,2024-08-15,,B,7,VBIOS,,This repo contains tools and verified vbios for rx580 graphic card
1272,cloudnull/mining-gpu-vbios,https://github.com/cloudnull/mining-gpu-vbios,1,0,2018-02-09,2018-03-12,Python,B,7,VBIOS,,vBIOS dumps for the various grafics cards used for Altcoin mining
1273,blindmisfits/amd_vbios_tools,https://github.com/blindmisfits/amd_vbios_tools,1,0,2020-03-31,2020-02-16,,B,7,VBIOS,,
1274,rayiik/gl703ge-vbios,https://github.com/rayiik/gl703ge-vbios,1,0,2020-11-10,2020-11-10,,B,7,VBIOS,,
1275,AvieDv/AMD-RADEON-FirePro-vBios,https://github.com/AvieDv/AMD-RADEON-FirePro-vBios,1,0,2023-05-15,2023-09-05,,B,7,VBIOS,,ROMS para AMD MXM GPU GCN 1.0 - 2.0 - 3.0 - 4.0
1276,Kia7L/Nvflasher,https://github.com/Kia7L/Nvflasher,1,0,2020-01-31,2020-03-11,Batchfile,B,7,VBIOS,,By .:007LKIA
1277,aur-archive/nvflash-tools,https://github.com/aur-archive/nvflash-tools,1,0,2015-08-17,2015-08-17,Shell,B,7,VBIOS,,
1278,Simbel0/Kristal-Wii-BIOS-Library,https://github.com/Simbel0/Kristal-Wii-BIOS-Library,1,2,2023-07-09,2024-06-07,Lua,B,7,MOD,,A library going alongside the Kristal Wii BIOS Mod Launcher
1279,MineraleYT/Firepro-s9300x2-mining,https://github.com/MineraleYT/Firepro-s9300x2-mining,1,0,2022-02-26,2022-03-02,,B,7,MOD,,Test in mining della Firepro s9300x2 compreso di bios mod.
1280,MineraleYT/Instinct-MI8-mining,https://github.com/MineraleYT/Instinct-MI8-mining,1,0,2022-02-13,2022-02-22,,B,7,MOD,,Test in mining della Instinct MI8 compreso di bios mod.
1281,iSunnii/SelfUseBiosModify,https://github.com/iSunnii/SelfUseBiosModify,1,0,2023-11-10,2023-11-10,,B,7,MOD,,Modified BIOS for M7I and M9F
1282,mw3200/n960sc,https://github.com/mw3200/n960sc,1,0,2023-03-19,2023-03-19,Batchfile,B,7,MOD,,n960sc/n960sds/n960sf1 bios unlock
1283,tpkowastaken/pico-remove-win-pass,https://github.com/tpkowastaken/pico-remove-win-pass,1,0,2023-05-02,2023-11-04,Python,B,7,MOD,password-removal rpi-pico windows-hack,pico script to remove password on windows installations without bitlocker. You have to have BIOS unlocked for this
1284,lmgarret/ha-pcbu,https://github.com/lmgarret/ha-pcbu,1,0,2024-09-12,2024-11-19,Python,B,7,MOD,,Home Assistant custom integration for PC Bio Unlock
1285,ballade0d/AdvancedMenu,https://github.com/ballade0d/AdvancedMenu,1,0,2019-07-30,2019-08-10,,B,7,MOD,,An advanced menu plugin.
1286,MicheleFerrer/advancedMenu-Lab4,https://github.com/MicheleFerrer/advancedMenu-Lab4,1,0,2024-10-17,2024-10-17,C,B,7,MOD,,"Creating an advanced menu in C, using input validation, do while loops, and switch statements. "
1287,cyclone-github/nvidia_vbios,https://github.com/cyclone-github/nvidia_vbios,2,2,2022-10-26,2025-12-12,,B,7,VBIOS,4090 bios firmware gaming gpu liquid nvflash nvidia suprim trio vbios x,nvflash and vbios from nvidia gpu's
1288,trueToastedCode/Sapphire-HD-7790-Dual-X-OC,https://github.com/trueToastedCode/Sapphire-HD-7790-Dual-X-OC,2,0,2021-03-07,2021-03-12,Batchfile,B,7,VBIOS,flash frimware gop uefi-support update vbios,UEFI support with official vbios
1289,wh1t3h47/cpu_powersave,https://github.com/wh1t3h47/cpu_powersave,2,0,2021-05-29,2021-07-19,Shell,B,7,VBIOS,acpi bash cpu governor intel laptop linux linux-shell modprobe posix powersave p,"Bash script to control CPU power consumption, featuring ACPI AC auto detection and Intel Turbo Technology"
1290,renaudallard/reolink_firmwares,https://github.com/renaudallard/reolink_firmwares,2,0,2026-03-05,2026-03-10,Python,B,7,AN,firmware firmware-analysis iot reolink reverse-engineering security-camera secur,analysis of reolink firmwares
1291,AndriiKempa/BLEIOT,https://github.com/AndriiKempa/BLEIOT,2,0,2026-01-29,2026-04-15,,B,7,AN,asic awesome-list binary-analysis bitcoin ble blockchain-mining ctf cybersecurit,"BLEIOT — a scientific and technical startup and research center for BLE, IoT, AI, and debug-testing. We publish analytical articles, videos, and tools to protect people from radiation, unauthorized control, and abuses of"
1292,khushalmistry/IoTwizz,https://github.com/khushalmistry/IoTwizz,2,0,2026-03-01,2026-03-04,Python,B,7,AN,ble bluetooth-low-energy coap embedded-security embedded-systems exploit-develop," IoTwizz - A modular IoT security testing framework for hardware hackers, firmware analysts, and IoT security researchers. Features AI-powered assistant, UART debugging, firmware analysis, JTAG/SWD scanning, SPI flashing"
1293,Niix-Dan/ZTE-F670L-Firmware-Audit,https://github.com/Niix-Dan/ZTE-F670L-Firmware-Audit,2,0,2026-03-16,2026-03-16,Python,B,7,AN,embedded-linux firmware-analysis forensics iot-security network-security reverse,"Uma análise técnica de segurança e auditoria forense do firmware da ONT ZTE ZXHN F670L. Foco em vetores de ataque, extração de dados e hardening de dispositivos embarcados."
1294,sling00/atitool,https://github.com/sling00/atitool,2,9,2017-06-24,2017-06-17,Go,B,7,VBIOS,,Atitool is a tool for reading ATI Radeon RX 400 and 500 series Polaris VBIOS ROM files
1295,AvieDv/Nvidia-Kepler-vBios,https://github.com/AvieDv/Nvidia-Kepler-vBios,2,0,2023-05-15,2023-05-23,,B,7,VBIOS,,ROMS para chip vBios en Nvidia Quadro/GTX
1296,captainjs/AutomateGraphicCardVBIOSUpdate,https://github.com/captainjs/AutomateGraphicCardVBIOSUpdate,2,0,2020-04-21,2020-04-21,,B,7,VBIOS,,Automate Graphic Card VBIOS Update from Linux using Ansible
1297,mestermagyar/libvirt_and_vbios,https://github.com/mestermagyar/libvirt_and_vbios,2,0,2020-01-24,2020-01-24,,B,7,VBIOS,,
1298,alex450/140W-4070-laptop-vbios,https://github.com/alex450/140W-4070-laptop-vbios,2,0,2024-03-09,2024-03-11,,B,7,VBIOS,,
1299,MisakaMikoto2333/G15-5511-3050-VBIOS,https://github.com/MisakaMikoto2333/G15-5511-3050-VBIOS,2,0,2023-05-04,2023-11-04,,B,7,VBIOS,,用来存放当时升级了95w 3050而忘记备份旧版90w的VBIOS
1300,CoFH/NoNVFlash,https://github.com/CoFH/NoNVFlash,2,2,2021-11-16,2024-09-05,Java,B,7,VBIOS,,No more night vision flashing!
1301,CoFH/NoNVFlash-1.12-Legacy,https://github.com/CoFH/NoNVFlash-1.12-Legacy,2,1,2018-04-10,2019-03-06,Java,B,7,VBIOS,,No more Night Vision flashing!
1302,hboyd2003/Matebook-X-Pro-2018,https://github.com/hboyd2003/Matebook-X-Pro-2018,2,0,2024-09-16,2024-09-20,C,B,7,MOD,bios bios-unlocker hardware-modding huawei matebook-x-pro,"BIOS Unlock, Archive and Power config for the HUAWEI Matebook X Pro 2018"
1303,Am4l-babu/Am4l-babu,https://github.com/Am4l-babu/Am4l-babu,2,0,2024-09-02,2026-09-17,Python,B,7,PLAT,config github-config,Config files for my GitHub profile.
1304,ingmothman/am4charts-labelBullet-overlap-buster,https://github.com/ingmothman/am4charts-labelBullet-overlap-buster,2,0,2020-05-18,2026-09-12,TypeScript,B,7,PLAT,,am4charts LabelBullet Overlap Buster
1305,fabiang/docker-wix,https://github.com/fabiang/docker-wix,2,0,2022-10-11,2026-09-06,Dockerfile,B,7,PLAT,docker docker-image msi windows windows-installer wix wix-toolset,WiX Toolset v3-v6 for creating MSI installers (Docker Image)
1306,minanagehsalalma/zyxel-cve-2021-35036-super-admin-password-leak,https://github.com/minanagehsalalma/zyxel-cve-2021-35036-super-admin-password-leak,3,2,2026-05-19,2026-05-22,HTML,B,7,AN,cve-2021-35036 firmware-analysis router-security security-research vulnerability,"Zyxel super-admin credential exposure write-up across CPE/ONT/LTE/5G firmware, with an adapted VMG8825-B50B genpass lab."
1307,Master-0f-None/OhGodADecode,https://github.com/Master-0f-None/OhGodADecode,3,26,2017-03-21,2017-03-21,C,B,7,VBIOS,,Decodes an entire timing strap for an AMD VBIOS.
1308,biergaizi/nvesabios,https://github.com/biergaizi/nvesabios,3,0,2014-04-05,2018-06-04,C,B,7,VBIOS,deleted deletegithub,Dump the VESA resolution table for Nvidia VBIOS ROM.
1309,OhGodAPet/wolfvoitool,https://github.com/OhGodAPet/wolfvoitool,3,1,2022-07-01,2022-07-01,C,B,7,VBIOS,,A tool to display and edit voltage-related settings inside an AMD GPU VBIOS
1310,SpawnerCo/NVFLASH,https://github.com/SpawnerCo/NVFLASH,3,2,2016-06-19,2016-06-19,C,B,7,VBIOS,,
1311,vonekky/B460E-BIOS,https://github.com/vonekky/B460E-BIOS,3,0,2018-01-22,2018-01-22,,B,7,MOD,,Lenovo B460E Custom BIOS Mod
1312,denisandroid/LG-R510-BIOS-MOD,https://github.com/denisandroid/LG-R510-BIOS-MOD,3,0,2021-10-12,2025-08-10,,B,7,MOD,bios biosmod biosunlocked lgr510 r510,LG R510 (QL8) BIOS MOD
1313,jeremy2226/BiosUnlocking,https://github.com/jeremy2226/BiosUnlocking,3,0,2020-08-31,2020-11-23,Python,B,7,MOD,,
1314,lmgarret/py-pcbu,https://github.com/lmgarret/py-pcbu,3,0,2024-06-14,2024-11-19,Python,B,7,MOD,,A pip package to interact with PC Bio Unlock. Automatically unlock your computer!
1315,Mori-hub/Advanced_Menu,https://github.com/Mori-hub/Advanced_Menu,3,0,2022-04-27,2022-05-14,Kotlin,B,7,MOD,,Advanced Menus
1316,ashokhin/am4bot,https://github.com/ashokhin/am4bot,3,0,2023-06-26,2026-09-11,Go,B,7,PLAT,,
1317,stchan/sqldeveloperinstaller,https://github.com/stchan/sqldeveloperinstaller,3,0,2022-10-03,2026-08-06,PowerShell,B,7,PLAT,64-bit installer jdk msi oracle sqldeveloper windows wix,64-bit Windows MSI package for Oracle SQL Developer (with JDK)
1318,Master-0f-None/OhGodACsumFixer,https://github.com/Master-0f-None/OhGodACsumFixer,4,10,2017-03-21,2017-03-21,C,B,7,VBIOS,,Corrects the checksum of a VBIOS ROM.
1319,dszryan/ovmf-patched-vbios,https://github.com/dszryan/ovmf-patched-vbios,4,1,2020-09-27,2020-09-28,Shell,B,7,VBIOS,,
1320,kurtis99/nvflash,https://github.com/kurtis99/nvflash,4,3,2011-07-27,2011-08-07,C,B,7,VBIOS,,Try to reverse nvflash util
1321,PaPer-DJ/PaPer_DJ-Hakchi2-CE-BIOS-Modules,https://github.com/PaPer-DJ/PaPer_DJ-Hakchi2-CE-BIOS-Modules,4,0,2019-01-15,2019-04-15,,B,7,MOD,,"[PaPer_DJ] Hakchi2 CE BIOS Modules - Ready to Install via ""Hakchi/Install Extra Moduless"""
1322,trisoftro/symfony2-advanced-menus,https://github.com/trisoftro/symfony2-advanced-menus,4,1,2014-02-22,2015-01-21,PHP,B,7,MOD,,Symfony2 advanced menus
1323,tuxedocomputers/tuxedo-corefix-clevo-nh5xax,https://github.com/tuxedocomputers/tuxedo-corefix-clevo-nh5xax,5,0,2021-01-14,2026-08-05,Shell,B,7,PLAT,acpi ryzen,Fix for Clevo NH5xAx with Ryzen 9 3950x to make use of CPU cores 25-32
1324,renaudallard/hikvision_R2_firmware,https://github.com/renaudallard/hikvision_R2_firmware,5,1,2026-03-03,2026-04-15,JavaScript,B,7,AN,cramfs firmware firmware-analysis hikvision ip-camera python reverse-engineering,unpack and repack hikvision R2 firmware files
1325,Aerdian/Nvidia-Pascal-VFIO-Patcher,https://github.com/Aerdian/Nvidia-Pascal-VFIO-Patcher,5,0,2023-01-25,2023-01-25,Python,B,7,VBIOS,,A tool that patches NVIDIA vBIOS into format compatible with VFIO GPU passthrough
1326,dalao3/huananzhi-x99-ad3-bios,https://github.com/dalao3/huananzhi-x99-ad3-bios,5,1,2020-10-04,2020-12-27,,B,7,MOD,,Huananzhi X99-AD3 BIOS mod
1327,lepekinoi/ASUS-PRIME-Z370-A-Hackintoshed,https://github.com/lepekinoi/ASUS-PRIME-Z370-A-Hackintoshed,5,2,2020-01-05,2026-08-28,C++,B,7,PLAT,bigsur catalina hackintosh hackintosh-efi hackintosh-files mojave mojave-hackint,ASUS PRIME Z370-A -> Hackintosh - Success
1328,Mohammad-Norizadeh-Cherloo/SSVEP-Detection-Toolbox,https://github.com/Mohammad-Norizadeh-Cherloo/SSVEP-Detection-Toolbox,5,0,2024-06-30,2026-08-30,MATLAB,B,7,PLAT,bci biomedical-signal-processing brain-computer-interface canonical-correlation-,"MATLAB toolbox for SSVEP-based BCI: 19 template-based frequency detection methods including CCA, TRCA, CORRCA, MSI, and multiset CCA, with benchmark code and demos."
1329,TheMalwareGuardian/SANS-SEC556-IoT-Penetration-Testing,https://github.com/TheMalwareGuardian/SANS-SEC556-IoT-Penetration-Testing,6,1,2026-04-23,2026-05-25,Shell,B,7,AN,firmware-analysis hardware-hacking iot-security sans-institute sec556 zigbee,"Review, resources, and pre-lab exercises for the SANS SEC556 IoT Penetration Testing course, covering hardware hacking, firmware analysis, wireless protocols and SDR."
1330,kyokenn/vbios_from_reg,https://github.com/kyokenn/vbios_from_reg,6,0,2020-10-26,2020-10-26,Python,B,7,VBIOS,,Windows Registry VBIOS export script
1331,nikey22/imac-uga-roms,https://github.com/nikey22/imac-uga-roms,6,0,2020-08-21,2023-06-29,,B,7,VBIOS,,A collection of modified vbios ROMs for PC-based MXM Nvidia video cards for iMac 2011 based computers
1332,zaydlang/GayBoy,https://github.com/zaydlang/GayBoy,6,1,2022-09-18,2022-09-18,Python,B,7,MOD,,GBA Bios Patcher
1333,renoxtv/T440p-Misc-BIOS-patches,https://github.com/renoxtv/T440p-Misc-BIOS-patches,6,0,2022-12-02,2022-12-03,,B,7,MOD,,Miscelanious BIOS patches for the T440p
1334,xCuri0/AtomBiosPatcher,https://github.com/xCuri0/AtomBiosPatcher,6,1,2019-11-07,2020-01-21,C,B,7,VBIOS,amd amd-atombios amd-gpu atombios custom-atombios overclock uefi uefi-applicatio,Load a custom AtomBios
1335,zhangyoufu/asus-bios-update-monitor,https://github.com/zhangyoufu/asus-bios-update-monitor,6,4,2023-06-07,2026-07-15,Python,B,7,PLAT,asus bios,Monitor new BIOS release from ASUS | Powered by GitHub Actions
1336,milouk/AMD-Ryzen-Hackintosh,https://github.com/milouk/AMD-Ryzen-Hackintosh,6,0,2020-11-09,2026-08-25,Shell,B,7,PLAT,amd catalina-hackinotsh docker efi hackintosh hackintosh-efi macos mortar-max ms,This repo contains the OpenCore Configuration EFI for my Ryzentosh
1337,xinnj/WiXCover,https://github.com/xinnj/WiXCover,6,1,2022-09-29,2026-09-07,C,B,7,PLAT,msi wix,A tool to create Windows installer package (MSI)
1338,zzxx-99/MSI-MAG-B560M-i5-11400,https://github.com/zzxx-99/MSI-MAG-B560M-i5-11400,6,1,2022-01-20,2026-08-06,,B,7,PLAT,11400 b560m efi macos opencore,MSI-MAG-B560M-MORTAR-WIFI-i5-11400-BIG-SUR
